und_from_file_id,und_to_file_id,weight
31,102948,90
31,131924,242
31,145049,118
31,146382,149
31,147612,627
100,2916,9
100,5402,2
100,16188,3
100,19951,5
100,91256,5
100,127132,2
154,19951,5
154,29613,18
154,32027,4
154,91449,7
154,110079,7
154,114017,5
154,124430,3
154,142736,9
259,96613,1
266,5402,2
266,16188,5
266,19951,14
266,29613,70
266,32027,37
266,43952,4
266,48651,8
266,49842,20
266,61842,71
266,91449,15
266,91803,4
266,99205,11
266,105563,3
266,114017,61
266,123429,3
266,124430,9
266,127132,3
266,132255,7
266,132470,1
266,146261,7
266,147436,4
266,147613,13
530,147612,936
539,50923,2
539,51532,2
539,68501,3
539,78293,2
539,88611,2
631,4805,4
631,103382,9
664,28630,5
664,41868,4
664,63416,5
664,137503,6
664,143818,6
708,38396,2
708,51258,18
774,29231,11
774,118129,8
840,48830,11
895,124221,3
905,29231,11
905,127772,8
959,22523,4
959,72179,2
959,83391,26
959,92064,7
959,106450,7
959,108554,11
959,124221,5
959,124648,3
959,132006,10
1013,21770,20
1013,48830,50
1013,49976,13
1013,58713,2
1013,68555,11
1013,86587,45
1013,90014,6
1013,110933,73
1013,116249,3
1013,138147,3
1013,145783,21
1202,26276,2
1202,29613,42
1202,32027,13
1202,48651,6
1202,48830,15
1202,55636,19
1202,68555,27
1202,72168,25
1202,86587,69
1202,87876,8
1202,90978,2
1202,91449,5
1202,91803,4
1202,114017,15
1202,114247,11
1202,122272,9
1202,124430,3
1202,128782,1
1202,132470,1
1202,138147,5
1202,145783,47
1512,50193,2
1512,55871,1
1512,88153,1
1521,14165,4
1521,102846,3
1537,1543,13
1537,1544,6
1537,1545,153
1537,1546,2
1537,1547,20
1537,1548,26
1537,1549,4
1537,1550,13
1537,1561,31
1537,1763,12
1537,16872,4
1537,16878,9
1537,18620,55
1537,18621,3
1537,34069,1
1537,39282,14
1537,42479,2
1537,58023,4
1537,60922,10
1537,65376,2
1537,96119,10
1544,1543,10
1544,1550,4
1545,1543,4
1545,1546,1
1545,1547,3
1545,1561,3
1545,11042,2
1545,16878,2
1545,18620,2
1545,18621,1
1546,1543,1
1546,1545,2
1546,1763,1
1546,18621,1
1546,34084,2
1546,89027,1
1546,96119,1
1547,1543,12
1547,1546,1
1547,1549,1
1547,1561,3
1547,1763,1
1547,16878,1
1547,18620,2
1547,34069,1
1547,39282,2
1548,1543,1
1549,1543,3
1549,1561,1
1549,16872,1
1549,16878,14
1549,25572,18
1549,25943,4
1549,34086,3
1549,42479,1
1549,58023,1
1549,60922,1
1561,1543,28
1561,1550,10
1561,16878,4
1561,16889,24
1561,39282,2
1561,60922,15
1763,1543,4
1763,96119,2
1802,27974,3
1802,48651,2
1802,132174,8
1843,1849,1
1843,13380,1
1860,14723,1
1860,141111,3
1879,51532,3
1879,77260,4
1879,90962,9
1879,91803,7
1879,132470,1
1879,132736,5
1879,137571,3
1911,18639,4
1911,36719,4
1911,44109,5
1911,57150,3
1911,71598,3
1911,91803,7
1911,132470,2
2083,113215,2
2115,14165,3
2115,102846,3
2123,19448,5
2123,29613,26
2123,32027,9
2123,48830,2
2123,50160,5
2123,59044,9
2123,64770,2
2123,68555,3
2123,72179,19
2123,86587,5
2123,87876,6
2123,91449,5
2123,91803,5
2123,94345,2
2123,114017,21
2123,124430,3
2123,132470,1
2123,145783,4
2222,91605,6
2232,66191,4
2257,66603,2
2257,142358,3
2275,16097,19
2459,16097,19
2623,48651,2
2623,48830,26
2623,68555,2
2623,86587,3
2623,103445,24
2623,114247,4
2623,138147,19
2762,10571,3
2762,18992,3
2762,69191,7
2762,80738,3
2762,90962,5
2762,132736,5
2762,137571,2
2805,10138,2
2805,18419,1
2805,119299,2
2805,134057,2
2916,29528,4
2916,37008,15
2916,39611,7
2916,42346,3
2916,48651,2
2916,74677,2
2916,124091,4
2916,130042,5
2971,14723,1
2971,141111,3
2982,48366,1
2982,50193,3
2982,55871,1
2991,48830,9
2991,138147,8
3009,138987,4
3020,107556,6
3020,124221,3
3039,10595,2
3039,34844,5
3039,44564,5
3039,48830,10
3039,68555,5
3039,86587,7
3039,87876,3
3039,91803,2
3039,114247,3
3039,132470,1
3039,136302,9
3039,138147,6
3039,145783,4
3128,50997,6
3152,48830,5
3152,118727,17
3152,138147,2
3186,2211,1
3186,51532,28
3186,52702,5
3186,57470,13
3186,89826,3
3186,98605,2
3186,132470,1
3186,137335,19
3297,3299,245
3297,13245,15
3297,13249,15
3297,21537,15
3297,29374,167
3297,30572,2
3297,51853,15
3297,92138,15
3297,95251,15
3300,3299,35
3300,29374,2
4572,124333,2
4572,132174,6
4596,32260,5
4621,41050,6
4660,138987,2
4660,139794,2
4660,145980,2
4669,9823,1
4669,10454,1
4669,13367,1
4669,22484,1
4669,32380,1
4669,40283,1
4669,42252,1
4669,48651,2
4669,63452,1
4669,63955,1
4669,64173,1
4669,77321,1
4669,79012,1
4669,79448,1
4669,91586,1
4669,116951,1
4669,121571,1
4669,124304,1
4669,129337,1
4669,129525,1
4669,130091,1
4669,132601,1
4669,133903,1
4669,138602,1
4669,140189,1
4669,140686,1
4709,56510,2
4742,4758,1
4805,44461,2
4805,103382,4
4835,77262,8
4835,88777,2
4835,119299,5
4884,42337,8
4901,5863,3
4901,62472,3
4901,63783,2
4901,77087,3
4901,121820,3
4924,4835,4
4924,10138,12
4924,18419,4
4924,48651,2
4924,91803,3
4924,132470,1
4924,134057,10
4981,24629,12
5035,29613,12
5035,32027,12
5035,48830,2
5035,53363,4
5035,68555,4
5035,86587,7
5035,91199,2
5035,91449,4
5035,96288,16
5035,114017,13
5035,124430,5
5035,135187,5
5035,145783,3
5035,147491,17
5116,4946,21
5116,16688,1
5116,36194,4
5116,41464,1
5116,45766,12
5116,128950,6
5165,48703,5
5165,132470,1
5200,5202,53
5200,33289,7
5200,43543,6
5200,46911,7
5200,51440,3
5200,51441,11
5200,115143,3
5202,51441,1
5299,81772,2
5305,48830,10
5305,79020,2
5305,91755,3
5305,102294,2
5305,125215,9
5366,48830,4
5366,68555,2
5366,86587,13
5366,110597,15
5366,114247,3
5366,132470,1
5366,145783,8
5386,895,3
5386,48651,2
5386,83391,53
5386,124648,18
5386,135949,4
5386,146437,6
5386,147469,8
5430,2916,5
5430,22415,3
5430,48651,2
5430,53363,5
5430,55797,11
5430,74677,2
5430,86587,3
5430,103445,2
5430,120942,8
5430,124648,3
5430,131980,4
5430,144824,36
5492,48830,37
5492,79020,2
5492,86587,7
5492,91755,5
5492,102294,2
5492,125215,14
5492,138147,15
5615,68555,2
5615,86587,5
5615,127941,12
5792,29909,8
5792,43277,3
5792,61930,3
5792,77262,6
5792,119299,6
5792,134057,6
5820,25528,2
5820,66191,2
5820,88109,2
5820,103382,2
5830,48830,2
5830,86587,3
5830,132470,1
5830,145783,4
5856,10138,2
5856,77262,2
5867,66191,3
5867,88109,3
5867,103382,3
5867,141278,2
5877,48830,8
5877,86587,11
5877,91803,6
5877,132470,1
5877,138147,4
5877,145783,13
5925,26276,5
5925,87117,7
5925,117068,12
5925,135762,4
5959,6364,7
5979,5981,3
5979,5982,1
5979,9213,1
5979,16483,1
5979,40584,1
5979,111739,1
5982,55359,1
6010,20551,4
6010,39000,3
6010,46092,14
6010,55887,8
6010,57340,4
6010,68606,10
6010,74244,13
6010,75742,5
6010,82650,2
6010,87078,13
6010,112169,9
6010,121627,4
6010,129430,3
6010,134978,3
6010,138462,7
6097,89075,10
6134,48830,3
6134,68555,8
6134,72168,10
6134,86587,21
6134,94345,9
6134,122272,4
6134,145783,9
6195,48830,8
6195,68555,2
6195,86587,3
6195,145783,4
6227,2623,2
6227,5426,2
6227,5925,3
6227,17411,5
6227,18871,7
6227,51532,7
6227,53363,3
6227,53975,3
6227,58713,2
6227,96674,3
6227,103445,4
6227,117068,7
6227,122909,3
6227,124648,2
6227,129404,3
6227,134979,4
6227,143578,3
6297,4835,4
6297,10138,15
6297,18419,4
6297,51532,3
6297,91803,3
6297,132470,1
6297,134057,10
6319,28630,16
6343,3020,3
6343,38424,3
6343,94345,9
6343,124221,3
6343,137132,3
6343,142528,5
6343,146437,2
6374,21231,8
6374,38738,4
6374,52822,4
6374,124456,13
6596,5402,22
6596,15576,3
6596,19951,20
6596,26276,3
6596,27974,9
6596,32027,8
6596,48651,11
6596,51532,3
6596,53363,3
6596,53764,17
6596,56510,3
6596,68555,2
6596,75581,19
6596,90367,3
6596,90978,3
6596,91803,6
6596,94422,5
6596,105268,4
6596,106080,2
6596,115916,8
6596,117326,1
6596,119357,9
6596,124430,3
6596,127132,3
6596,132470,1
6813,51532,5
6813,80738,4
6813,90962,1
6813,132736,2
6813,137571,2
6850,48830,6
6867,48830,34
6867,79020,2
6867,94296,9
6867,102294,2
6867,118486,2
6867,125215,3
6867,138147,10
7045,86587,3
7045,91803,2
7045,98691,7
7045,127802,2
7045,132470,1
7045,145783,5
7064,77236,9
7088,29613,6
7088,65441,17
7088,91449,11
7088,146871,9
