und_from_file_id,und_to_file_id,weight
12,5796,14
12,31698,2
12,38274,2
12,52183,7
12,53823,6
12,65375,8
12,103400,2
74,3166,2
74,5796,2
74,10243,24
74,24958,4
74,27309,2
74,31698,2
74,35140,11
74,37170,8
74,42322,2
74,43525,6
74,49146,3
74,57244,3
74,58036,3
74,61444,11
74,62770,7
74,65375,3
74,67910,5
74,79435,8
74,83261,1
74,84897,6
74,86670,6
74,93624,3
74,95855,4
74,103915,15
74,105567,5
74,106533,3
74,111294,5
266,89372,9
266,106607,4
296,79332,3
307,7695,12
307,24684,2
307,42551,59
307,62688,3
307,69079,2
307,97416,10
378,5796,2
378,12977,7
378,36917,9
378,38525,5
378,42117,4
378,47137,25
378,49438,41
378,51236,17
378,52430,15
378,53823,2
378,63333,7
378,71934,11
378,74758,4
378,76111,7
378,78112,4
378,78965,2
378,79435,21
378,82839,110
378,84809,2
378,92803,4
378,95575,6
378,98149,2
378,101852,5
378,103601,143
378,112554,6
651,30624,6
651,78282,4
717,33628,5
717,45647,4
717,52430,7
717,79435,9
717,83261,1
717,94429,5
717,95575,10
717,97614,5
717,99932,12
717,105567,5
717,110055,5
791,84809,5
791,95575,9
843,847,374
843,2836,38
843,16199,15
843,49071,15
843,59105,15
843,89780,15
2163,59311,8
2163,73915,5
2163,112047,2
2188,2163,4
2188,49146,7
2188,83261,1
2188,95855,4
2188,105567,7
2226,89372,8
2226,106607,3
2320,26028,8
2320,36917,3
2320,49547,10
2320,52430,4
2320,74503,5
2320,79435,3
2320,83261,1
2320,95575,2
2366,3166,8
2366,14282,3
2366,27390,6
2366,31698,3
2366,35140,4
2366,45647,3
2366,52430,7
2366,62810,8
2366,66034,11
2366,79435,5
2366,79701,3
2366,82415,3
2366,82497,3
2366,83261,1
2366,85053,1
2366,86672,3
2366,95575,3
2366,97614,3
2366,99932,7
2366,106701,2
2366,106783,9
2366,111540,8
2366,112598,11
2511,9159,4
2511,9299,3
2511,13226,5
2511,59224,6
2511,74330,5
2511,83261,1
2511,89320,3
2511,92803,3
2511,92995,2
2511,93214,27
2511,105567,4
2648,45647,5
2648,52430,9
2648,58397,4
2648,79435,17
2648,83261,1
2648,84809,2
2648,89320,41
2648,92803,3
2648,95575,3
2648,100710,2
2648,105567,6
2648,111420,10
2744,72958,7
2744,74855,2
2744,77623,7
2827,843,1
2827,2830,8
2827,2836,24
2827,40698,6
2827,66493,1
2829,2836,24
2903,6044,1
2903,11428,5
2903,19862,4
2903,29170,3
2903,41437,5
2903,66551,8
2993,80292,5
2993,112598,2
3014,5796,7
3014,38274,2
3014,53823,4
3014,74758,2
