und_from_file_id,und_to_file_id,weight
1,109874,2
1,115345,13
70,23951,3
70,138260,2
83,12468,2
83,15830,3
83,44916,5
83,57203,4
83,66728,14
83,87812,12
83,112037,3
83,133332,2
83,139443,4
83,154703,3
190,18662,1
190,23565,4
190,29871,21
190,33765,3
190,39517,4
190,43989,4
190,66462,11
190,72133,3
190,74857,7
190,100296,2
190,124561,17
190,126298,6
190,128811,2
190,148531,3
356,25605,7
356,54593,15
356,62524,2
356,132596,7
356,144580,7
409,92778,4
409,110993,2
409,144941,5
409,151121,5
438,440,87
438,441,4
438,501,12
438,8927,3
438,8936,4
438,19074,1
438,20289,6
438,67501,2
438,68946,16
438,76469,2
438,140065,9
440,8936,1
441,8927,1
441,8936,1
593,81516,8
593,118114,5
593,136741,2
618,13834,23
618,43910,21
618,57035,10
618,82510,33
618,91794,38
618,105615,5
618,111761,2
618,131014,10
731,102580,3
731,142121,1
752,17965,8
752,57152,1
752,78191,6
752,90492,3
752,117122,2
752,141438,2
752,155138,4
795,100296,9
795,109570,8
795,122545,2
795,133854,4
795,138145,15
844,54593,3
844,122545,2
844,148638,6
857,57156,2
857,62532,1
857,87805,1
866,83843,4
866,95731,4
882,43910,3
882,83613,2
882,100296,3
882,124920,3
882,133854,2
882,134933,3
909,88054,6
919,123382,144
919,150192,432
919,154823,360
934,6322,3
934,12956,24
934,18662,1
934,24903,6
934,26468,2
934,27942,3
934,29053,3
934,44351,3
934,54593,2
934,54928,6
934,60419,4
934,65425,2
934,66462,2
934,77523,8
934,81516,5
934,100296,8
934,104991,5
934,109205,6
934,118475,15
934,122545,2
934,124561,7
934,126298,11
934,133829,11
934,139581,3
934,144341,3
934,146893,5
934,154667,4
1122,18662,1
1122,24528,3
1122,39407,18
1122,74110,7
1122,79245,3
1122,82330,4
1122,86214,4
1122,94481,3
1122,100296,7
1122,138145,8
1122,151121,6
1201,4740,4
1201,17704,12
1201,18662,1
1201,28635,3
1201,39407,44
1201,43989,2
1201,46179,11
1201,47114,3
1201,52765,4
1201,59729,19
1201,60925,5
1201,63988,6
1201,68501,9
1201,74110,5
1201,76353,5
1201,78680,3
