author,filename,folder_names
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/script/ReorgDB.java,PlantVisorPRO/src/com/carel/supervisor/base/script
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/script/ScriptInvoker.java,PlantVisorPRO/src/com/carel/supervisor/base/script
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/script/StreamGobbler.java,PlantVisorPRO/src/com/carel/supervisor/base/script
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/system/DiskInfoList.java,PlantVisorPRO/src/com/carel/supervisor/base/system
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/system/SystemInfo.java,PlantVisorPRO/src/com/carel/supervisor/base/system
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/system/SystemInfoExt.java,PlantVisorPRO/src/com/carel/supervisor/base/system
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/AllTests.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/BaseContainerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/CrypterTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/DateUtilsTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/DumpWriterTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/DumperMgrTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/Export2ExcelTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/LDAPProfilerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/LoggerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/ManagerLoaderTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/MethodInvokerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/PrinterMgrTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/ProfilingMgrTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/ReplacerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/ReportCreatingTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/SectionProfileTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/SimpleContainerTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/SingletonTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TemplateMgrTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TestC.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TestDumper.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TestDumperTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TestLog.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/TestSlave.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/UserCredentialTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/UserProfileTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/XMLNodeTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test
fabio.boldrin,PlantVisorPRO/src/com/carel/supervisor/base/test/config/CoreMessagesTest.java,PlantVisorPRO/src/com/carel/supervisor/base/test/config
