"","sender_id","receiver_name"
"742","fabio.boldrin",69970
"743","fabio.boldrin",70539
"744","fabio.boldrin",78364
"745","fabio.boldrin",96729
"746","fabio.boldrin",103595
"747","fabio.boldrin",112286
"748","fabio.boldrin",124217
"749","6948",8158
"750","6948",77728
"751","6967",15330
"752","6967",58309
"753","6967",73922
"754","6967",107103
"755","6967",122539
"756","6967",126462
"757","7049",14414
"758","7049",22262
"759","7049",38712
"760","7049",41423
"761","7049",64872
"762","7049",76637
"763","7049",102298
"764","7049",107463
"765","7049",126295
"766","7108",56208
"767","7108",123113
"768","7155",39739
"769","7155",43059
"770","7155",65865
"771","7155",77451
"772","7176",36927
"773","7176",41130
"774","7176",81991
"775","7176",105529
"776","7176",111492
"777","7176",122539
"778","7204",39551
"779","7204",105409
"780","7204",105529
"781","7221",19426
"782","7221",65430
"783","7229",3642
"784","7229",8009
"785","7229",60336
"786","7229",135822
"787","7241",27994
"788","7241",58806
"789","7241",74737
"790","7271",43748
"791","7271",76647
"792","7271",110765
"793","7271",115874
"794","7271",118933
"795","7271",119002
"796","7271",122944
"797","7294",36927
"798","7294",47809
"799","7294",58042
"800","7294",68195
"801","7294",92833
"802","7294",122539
"803","7409",15330
"804","7409",58806
"805","7444",39368
"806","7444",52616
"807","fabio.boldrin",12186
"808","7469",28310
"809","7469",36927
"810","7469",68195
"811","7469",85053
"812","7469",92833
"813","7469",122539
"814","7469",134870
"815","7512",56603
"816","7512",58806
"817","7537",46929
"818","kevin.ge",106388
"819","kevin.ge",134760
"820","alberto.baldan",22908
"821","alberto.baldan",54003
"822","alberto.baldan",56585
"823","alberto.baldan",77364
"824","fabio.boldrin",2276
"825","fabio.boldrin",2360
"826","fabio.boldrin",7623
"827","fabio.boldrin",7624
"828","fabio.boldrin",7625
"829","fabio.boldrin",15595
"830","fabio.boldrin",49967
"831","fabio.boldrin",80958
"832","fabio.boldrin",120025
"833","fabio.boldrin",2276
"834","fabio.boldrin",123578
"835","fabio.boldrin",2276
"836","fabio.boldrin",2359
"837","fabio.boldrin",2360
"838","fabio.boldrin",26281
"839","fabio.boldrin",51455
"840","fabio.boldrin",109508
"841","fabio.boldrin",114605
"842","fabio.boldrin",2274
"843","fabio.boldrin",2276
"844","fabio.boldrin",18073
"845","fabio.boldrin",26281
"846","fabio.boldrin",83292
"847","7769",7409
"848","7769",15330
"849","7769",24105
"850","7769",31287
"851","7769",36927
"852","7769",41894
"853","7769",54997
"854","7769",58806
"855","7769",67428
"856","7769",70539
"857","7769",80507
"858","7769",84291
"859","7769",96729
"860","7769",99112
"861","7769",115874
"862","7769",117889
"863","7769",122539
"864","7859",27594
"865","7859",29258
"866","7859",36859
"867","7859",58856
"868","7859",93602
"869","7859",103307
"870","7859",111377
"871","7859",131270
"872","7900",105409
"873","7900",105529
"874","7909",110867
"875","7909",123766
"876","7954",64454
"877","7992",39368
"878","7992",52616
"879","8009",3642
"880","8009",60336
"881","8024",1069
"882","8024",2088
"883","8024",8027
"884","8024",8028
"885","8024",12336
"886","8024",39838
"887","8024",44163
"888","8024",126464
"889","8024",135281
"890","8026",1069
"891","8026",8028
"892","8027",20612
"893","8027",39838
"894","8027",53385
"895","8027",102041
"896","8078",12070
"897","8078",45182
"898","8078",56042
"899","8078",76692
"900","8078",116497
"901","8078",127351
"902","8099",3642
"903","8099",8009
"904","8099",20195
"905","8099",37230
"906","8099",41364
"907","8099",43908
"908","8099",60336
"909","8099",77728
"910","8099",87590
"911","8099",108677
"912","8145",7409
"913","8145",15330
"914","8145",36927
"915","8145",43748
"916","8145",58806
"917","8145",122539
"918","8158",68319
"919","8158",89149
"920","8158",130924
"921","fabio.boldrin",7409
"922","fabio.boldrin",15330
"923","fabio.boldrin",15879
"924","fabio.boldrin",20565
"925","fabio.boldrin",27994
"926","fabio.boldrin",39368
"927","fabio.boldrin",41263
"928","fabio.boldrin",43748
"929","fabio.boldrin",45006
"930","fabio.boldrin",52918
"931","fabio.boldrin",53469
"932","fabio.boldrin",54997
"933","fabio.boldrin",58806
"934","fabio.boldrin",70539
"935","fabio.boldrin",80208
"936","fabio.boldrin",83024
"937","fabio.boldrin",91647
"938","fabio.boldrin",96729
"939","fabio.boldrin",101336
"940","fabio.boldrin",104493
"941","fabio.boldrin",105901
"942","fabio.boldrin",111065
"943","8418",7409
"944","8418",9902
"945","8418",15330
"946","8418",27994
"947","8418",29068
"948","8418",31786
"949","8418",32806
"950","8418",36927
"951","8418",43748
"952","8418",43863
"953","8418",44819
"954","8418",58806
"955","8418",89899
"956","8418",102298
"957","8418",110069
"958","8418",118933
"959","8418",122539
"960","8537",28070
"961","8537",30672
"962","8537",44819
"963","8537",102298
"964","8558",106742
"965","8558",134760
"966","8591",35718
"967","8591",36927
"968","8591",42072
"969","8591",50979
"970","8591",56603
"971","8591",83667
"972","8591",114255
"973","8591",121464
"974","8591",122539
"975","8712",4089
"976","8712",41260
"977","8732",39739
"978","8732",54997
"979","8747",66581
"980","8747",73040
"981","8747",96665
"982","8747",101908
"983","8747",103498
"984","8747",120013
"985","fabio.boldrin",4808
"986","fabio.boldrin",6356
"987","fabio.boldrin",8778
"988","fabio.boldrin",8779
"989","fabio.boldrin",18946
"990","fabio.boldrin",41260
"991","fabio.boldrin",41782
"992","fabio.boldrin",88820
"993","fabio.boldrin",88820
"994","kevin.ge",4808
"995","8894",10231
"996","8894",31977
"997","8894",121804
"998","fabio.boldrin",4808
"999","fabio.boldrin",4867
"1000","fabio.boldrin",5596
"1001","fabio.boldrin",6355
"1002","fabio.boldrin",6356
"1003","fabio.boldrin",8910
"1004","fabio.boldrin",18946
"1005","fabio.boldrin",20251
"1006","fabio.boldrin",88820
"1007","fabio.boldrin",89417
"1008","fabio.boldrin",4808
"1009","fabio.boldrin",5595
"1010","fabio.boldrin",10341
"1011","fabio.boldrin",115081
"1012","fabio.boldrin",4808
"1013","fabio.boldrin",5596
"1014","8994",15330
"1015","8994",56042
"1016","8994",86852
"1017","9032",45409
"1018","9032",70038
"1019","9032",110697
"1020","9059",54997
"1021","9059",70292
"1022","9059",108819
"1023","9071",119002
"1024","luca.biolo",27037
"1025","luca.biolo",27584
"1026","luca.biolo",30798
"1027","luca.biolo",73086
"1028","luca.biolo",74294
"1029","9097",7469
"1030","9097",9902
"1031","9097",10408
"1032","9097",14005
"1033","9097",30810
"1034","9097",31199
"1035","9097",36927
"1036","9097",39244
"1037","9097",62840
"1038","9097",85053
"1039","9097",102298
"1040","9097",105977
"1041","9097",110765
"1042","9097",122539
"1043","9168",61283
"1044","9168",102298
"1045","9168",121086
"1046","9168",122539
"1047","9168",126462
"1048","9221",7409
"1049","9221",11553
"1050","9221",14871
"1051","9221",14977
"1052","9221",15330
"1053","9221",16458
"1054","9221",27994
"1055","9221",31287
"1056","9221",36077
"1057","9221",36927
"1058","9221",39739
"1059","9221",41199
"1060","9221",43748
"1061","9221",53469
"1062","9221",54997
"1063","9221",58806
"1064","9221",61225
"1065","9221",61375
"1066","9221",70945
"1067","9221",81341
"1068","9221",91375
"1069","9221",99112
"1070","9221",102298
"1071","9221",111065
"1072","9221",115874
"1073","9221",122539
"1074","9221",125883
"1075","9221",130802
"1076","9432",10021
"1077","9432",15879
"1078","9432",17685
"1079","9432",27684
"1080","9432",39368
"1081","9432",43748
"1082","9432",66352
"1083","9432",70539
"1084","9432",83024
"1085","9432",84291
"1086","9432",96729
"1087","9493",36927
"1088","9493",38979
"1089","9493",44575
"1090","9493",56042
"1091","9493",57837
"1092","9493",111028
"1093","9493",114492
"1094","9493",117712
"1095","9493",122029
"1096","9493",122539
"1097","9493",135353
"1098","9709",29068
"1099","9709",31287
"1100","9709",70802
"1101","9709",118933
"1102","9709",128155
"1103","9709",132324
"1104","9758",7409
"1105","9758",15330
"1106","9758",58806
"1107","9758",115078
"1108","9758",122539
"1109","9785",28387
"1110","9785",36927
"1111","9785",54997
"1112","9785",100420
"1113","9785",122270
"1114","9785",122539
"1115","9820",41130
"1116","9820",91911
"1117","9820",103498
"1118","9820",111492
"1119","9829",12070
"1120","9829",22785
"1121","9829",45182
"1122","9829",56042
"1123","9829",63721
"1124","9829",68317
"1125","9829",89822
"1126","9829",95678
"1127","9829",105379
"1128","9829",118933
"1129","9829",127365
"1130","9866",4885
"1131","alberto.baldan",105884
"1132","chiara.moretti",7409
"1133","chiara.moretti",15330
"1134","chiara.moretti",15879
"1135","chiara.moretti",24673
"1136","chiara.moretti",29068
"1137","chiara.moretti",39368
"1138","chiara.moretti",43748
"1139","chiara.moretti",49878
"1140","chiara.moretti",58806
"1141","chiara.moretti",70539
"1142","chiara.moretti",80324
"1143","chiara.moretti",83024
"1144","chiara.moretti",90622
"1145","chiara.moretti",96729
"1146","10021",12070
"1147","10021",27684
"1148","10021",45182
"1149","10021",56042
"1150","10021",66936
"1151","10021",76692
"1152","10021",87738
"1153","10021",90060
"1154","10021",121221
"1155","10021",127351
"1156","10039",101336
"1157","10075",123766
"1158","10077",825
"1159","10077",2088
"1160","10077",2667
"1161","10077",4089
"1162","10077",10078
"1163","10077",102041
"1164","10078",4089
"1165","10140",77832
"1166","10140",85053
"1167","10140",103498
"1168","10176",7409
"1169","10176",15330
"1170","10176",39739
"1171","10176",43748
"1172","10176",58806
"1173","10198",12070
"1174","10198",45182
"1175","10198",56042
"1176","10198",90060
"1177","10198",121221
"1178","fabio.boldrin",10341
"1179","10408",7409
"1180","10408",9902
"1181","10408",15330
"1182","10408",31199
"1183","10408",36927
"1184","10408",39244
"1185","10408",85053
"1186","10408",102298
"1187","10408",122539
"1188","10508",19426
"1189","10508",65430
"1190","10517",15330
"1191","10517",22508
"1192","10517",36927
"1193","10517",43748
"1194","10517",104610
"1195","10517",122539
"1196","10661",15738
"1197","10661",43345
"1198","10661",111888
"1199","10661",129372
"1200","10718",120919
"1201","10718",126462
"1202","10744",39551
"1203","10744",87261
"1204","10765",102914
"1205","10774",56042
"1206","10774",103498
"1207","10774",117716
"1208","10774",122539
"1209","10806",23390
"1210","10806",45548
"1211","10806",58855
"1212","10813",56042
"1213","10813",88740
"1214","10813",89144
"1215","10840",15879
"1216","10840",39368
"1217","10840",54997
"1218","10840",70539
