"","sender_id","receiver_name"
"3549","fabio.boldrin",39739
"3550","fabio.boldrin",53469
"3551","fabio.boldrin",54997
"3552","fabio.boldrin",58806
"3553","fabio.boldrin",65100
"3554","fabio.boldrin",70539
"3555","fabio.boldrin",85053
"3556","fabio.boldrin",88718
"3557","fabio.boldrin",96604
"3558","fabio.boldrin",96729
"3559","fabio.boldrin",101221
"3560","fabio.boldrin",115874
"3561","fabio.boldrin",122539
"3562","fabio.boldrin",125883
"3563","fabio.boldrin",126363
"3564","fabio.boldrin",130745
"3565",NA,58806
"3566",NA,19426
"3567",NA,65430
"3568",NA,64454
"3569",NA,6789
"3570",NA,7409
"3571",NA,15330
"3572",NA,22495
"3573",NA,30810
"3574",NA,36927
"3575",NA,41306
"3576",NA,56042
"3577",NA,62840
"3578",NA,68021
"3579",NA,69970
"3580",NA,85053
"3581",NA,103498
"3582",NA,119512
"3583",NA,122539
"3584",NA,129701
"3585",NA,30810
"3586",NA,39739
"3587",NA,51296
"3588",NA,54997
"3589",NA,85053
"3590",NA,87696
"3591",NA,103498
"3592",NA,123594
"3593",NA,27994
"3594",NA,58806
"3595",NA,23390
"3596",NA,45548
"3597",NA,7409
"3598",NA,15330
"3599",NA,29068
"3600",NA,31287
"3601",NA,58806
"3602",NA,115874
"3603",NA,118933
"3604",NA,18945
"3605",NA,31855
"3606",NA,32688
"3607",NA,34365
"3608",NA,34413
"3609",NA,89920
"3610",NA,96374
"3611",NA,32688
"3612",NA,34413
"3613",NA,19669
"3614",NA,80429
"3615",NA,126462
"3616","kevin.ge",19070
"3617","kevin.ge",41260
"3618","kevin.ge",41782
"3619",NA,39551
"3620",NA,87261
"3621",NA,105409
"3622",NA,7409
"3623",NA,15330
"3624",NA,41894
"3625",NA,43748
"3626",NA,54997
"3627",NA,58806
"3628",NA,74737
"3629",NA,80208
"3630",NA,89361
"3631",NA,99112
"3632",NA,101336
"3633",NA,103408
"3634",NA,103498
"3635",NA,115437
"3636",NA,117889
"3637",NA,122379
"3638",NA,10935
"3639",NA,23221
"3640",NA,63304
"3641",NA,63715
"3642",NA,81674
"3643",NA,86958
"3644",NA,91054
"3645",NA,99330
"3646",NA,114555
"3647",NA,8078
"3648",NA,28387
"3649",NA,54997
"3650",NA,56042
"3651",NA,58963
"3652",NA,70539
"3653",NA,84528
"3654",NA,96729
"3655",NA,103498
"3656",NA,116497
"3657",NA,118268
"3658",NA,123251
"3659",NA,126538
"3660",NA,32867
"3661",NA,36927
"3662",NA,120215
"3663",NA,122539
"3664","fabio.boldrin",7409
"3665","fabio.boldrin",15330
"3666","fabio.boldrin",15879
"3667","fabio.boldrin",27994
"3668","fabio.boldrin",36927
"3669","fabio.boldrin",39368
"3670","fabio.boldrin",43748
"3671","fabio.boldrin",56603
"3672","fabio.boldrin",58806
"3673","fabio.boldrin",70539
"3674","fabio.boldrin",77074
"3675","fabio.boldrin",83024
"3676","fabio.boldrin",90829
"3677","fabio.boldrin",96729
"3678","fabio.boldrin",102298
"3679","fabio.boldrin",103498
"3680","fabio.boldrin",103595
"3681","fabio.boldrin",110765
"3682","fabio.boldrin",122539
"3683","fabio.boldrin",126042
"3684","fabio.boldrin",30672
"3685","fabio.boldrin",44819
"3686","fabio.boldrin",102298
"3687","fabio.boldrin",102759
"3688","fabio.boldrin",115874
"3689","fabio.boldrin",118933
"3690","fabio.boldrin",119707
"3691","fabio.boldrin",4116
"3692","fabio.boldrin",7409
"3693","fabio.boldrin",11553
"3694","fabio.boldrin",15330
"3695","fabio.boldrin",27702
"3696","fabio.boldrin",31132
"3697","fabio.boldrin",37267
"3698","fabio.boldrin",38830
"3699","fabio.boldrin",39739
"3700","fabio.boldrin",43748
"3701","fabio.boldrin",54997
"3702","fabio.boldrin",74018
"3703","fabio.boldrin",102298
"3704","fabio.boldrin",103498
"3705","fabio.boldrin",103595
"3706","fabio.boldrin",110765
"3707","fabio.boldrin",130802
"3708",NA,46929
"3709",NA,7409
"3710",NA,15330
"3711",NA,27994
"3712",NA,58806
"3713",NA,90820
"3714",NA,12070
"3715",NA,36927
"3716",NA,56042
"3717",NA,76692
"3718",NA,90060
"3719",NA,121221
"3720",NA,122539
"3721",NA,75960
"3722",NA,52
"3723",NA,43484
"3724",NA,10021
"3725",NA,56042
"3726",NA,66936
"3727",NA,87738
"3728",NA,7409
"3729",NA,15330
"3730",NA,43748
"3731",NA,101152
"3732",NA,96703
"3733","fabio.boldrin",7409
"3734","fabio.boldrin",15330
"3735","fabio.boldrin",36927
"3736","fabio.boldrin",58806
"3737","fabio.boldrin",115078
"3738","fabio.boldrin",115874
"3739","fabio.boldrin",118933
"3740","fabio.boldrin",122539
"3741",NA,15330
"3742",NA,56042
"3743",NA,86852
"3744",NA,7409
"3745",NA,15330
"3746",NA,37207
"3747",NA,43748
"3748",NA,58806
"3749",NA,84422
"3750","fabio.boldrin",857
"3751","fabio.boldrin",16109
"3752",NA,9902
"3753",NA,12070
"3754",NA,45182
"3755",NA,56042
"3756",NA,67618
"3757",NA,76692
"3758",NA,85053
"3759",NA,85159
"3760",NA,102298
"3761",NA,102914
"3762",NA,103498
"3763",NA,122262
"3764",NA,126197
"3765",NA,126462
"3766",NA,70867
"3767",NA,19426
"3768",NA,65430
"3769",NA,7409
"3770",NA,15330
"3771",NA,27994
"3772",NA,43748
"3773",NA,58806
"3774",NA,35552
"3775",NA,43084
"3776",NA,56042
"3777",NA,131279
"3778",NA,26028
"3779",NA,63182
"3780",NA,64378
"3781",NA,69339
"3782",NA,103548
"3783",NA,132406
"3784",NA,133996
"3785",NA,7409
"3786",NA,15330
"3787",NA,27994
"3788",NA,36927
"3789",NA,58806
"3790",NA,80723
"3791",NA,122539
"3792",NA,127351
"3793",NA,135593
"3794",NA,22906
"3795",NA,38712
"3796",NA,41423
"3797",NA,76637
"3798",NA,107463
"3799",NA,120250
"3800","fabio.boldrin",15330
"3801","fabio.boldrin",29068
"3802","fabio.boldrin",30672
"3803","fabio.boldrin",60916
"3804","fabio.boldrin",63721
"3805","fabio.boldrin",90621
"3806","fabio.boldrin",98448
"3807","fabio.boldrin",102298
"3808","fabio.boldrin",110765
"3809","fabio.boldrin",115874
"3810","fabio.boldrin",118933
"3811","fabio.boldrin",119707
"3812","fabio.boldrin",122539
"3813","fabio.boldrin",134395
"3814",NA,42793
"3815",NA,60770
"3816",NA,93539
"3817",NA,103548
"3818",NA,7409
"3819",NA,15330
"3820",NA,39739
"3821",NA,52918
"3822",NA,54997
"3823",NA,58806
"3824",NA,74049
"3825",NA,80208
"3826",NA,99112
"3827",NA,102298
"3828",NA,29278
"3829",NA,36927
"3830",NA,45548
"3831",NA,122539
"3832",NA,131020
"3833",NA,29068
"3834",NA,103498
"3835",NA,23668
"3836",NA,105409
"3837",NA,105529
"3838",NA,111492
"3839",NA,54997
"3840",NA,66782
"3841",NA,108819
"3842",NA,19798
"3843",NA,25865
"3844",NA,51769
"3845",NA,71165
"3846",NA,111961
"3847",NA,135429
"3848",NA,75746
"3849",NA,31710
"3850",NA,36574
"3851",NA,102041
"3852",NA,8028
"3853",NA,12336
"3854",NA,31710
"3855",NA,31711
"3856",NA,36573
"3857",NA,102041
"3858","razvan.filimon",30672
"3859","razvan.filimon",44819
"3860","razvan.filimon",60916
"3861","razvan.filimon",102298
"3862",NA,7409
"3863",NA,15330
"3864",NA,36927
"3865",NA,44819
"3866",NA,58806
"3867",NA,73665
"3868",NA,77114
"3869",NA,110069
"3870",NA,122539
"3871",NA,134760
"3872","nicola.compagno",27994
"3873","nicola.compagno",43748
"3874","nicola.compagno",58806
"3875",NA,14977
"3876",NA,71637
"3877",NA,76647
"3878",NA,100285
"3879",NA,103307
"3880",NA,109594
"3881",NA,122944
"3882",NA,22508
"3883",NA,24162
"3884",NA,34327
"3885",NA,36927
"3886",NA,68195
"3887",NA,103498
"3888",NA,122539
"3889",NA,127351
"3890",NA,135593
"3891",NA,45548
"3892",NA,58855
"3893",NA,115050
"3894",NA,122539
"3895","fabio.boldrin",18304
"3896","fabio.boldrin",27862
"3897","fabio.boldrin",39205
"3898","fabio.boldrin",39474
"3899","fabio.boldrin",45548
"3900","fabio.boldrin",58855
"3901","fabio.boldrin",118933
"3902",NA,19426
"3903",NA,65430
"3904","fabio.boldrin",19426
"3905","fabio.boldrin",65430
"3906",NA,7409
"3907",NA,15330
"3908",NA,15879
"3909",NA,27994
"3910",NA,36927
"3911",NA,39368
"3912",NA,49849
"3913",NA,54997
"3914",NA,58806
"3915",NA,70539
"3916",NA,74737
"3917",NA,83024
"3918",NA,96729
"3919",NA,114138
"3920",NA,122539
"3921",NA,124988
"3922",NA,4116
"3923",NA,19090
"3924",NA,19746
"3925",NA,26960
"3926",NA,42119
"3927",NA,66862
"3928",NA,119002
"3929",NA,7409
"3930",NA,15330
"3931",NA,16458
"3932",NA,31287
"3933",NA,41894
"3934",NA,43748
"3935",NA,54997
"3936",NA,58806
"3937",NA,70539
"3938",NA,74788
"3939",NA,84291
"3940",NA,96729
"3941",NA,99112
"3942",NA,115874
"3943",NA,117889
"3944",NA,129480
"3945",NA,5524
"3946",NA,17243
"3947",NA,23119
"3948",NA,60770
"3949",NA,74555
"3950",NA,78864
"3951",NA,91813
"3952",NA,93539
"3953",NA,100274
"3954",NA,103548
"3955",NA,116500
"3956",NA,7409
"3957",NA,15330
"3958",NA,25349
"3959",NA,42776
"3960",NA,43748
"3961",NA,51400
"3962",NA,58806
"3963",NA,63721
"3964",NA,84422
"3965",NA,10734
"3966",NA,20329
"3967",NA,25650
"3968",NA,77728
"3969",NA,80422
"3970",NA,108677
"3971",NA,116579
"3972",NA,121028
"3973",NA,135072
"3974",NA,4116
"3975",NA,7409
"3976",NA,11553
"3977",NA,15330
"3978",NA,27702
"3979",NA,31132
"3980",NA,38830
"3981",NA,39739
"3982",NA,43748
"3983",NA,54997
"3984",NA,74018
"3985",NA,102298
"3986",NA,103498
"3987",NA,103595
"3988",NA,110765
"3989",NA,130802
"3990","fabio.boldrin",37340
"3991",NA,1069
"3992",NA,12336
"3993",NA,37340
"3994",NA,14414
"3995",NA,38712
"3996",NA,41423
"3997",NA,64872
"3998",NA,76637
"3999",NA,107463
"4000",NA,125466
"4001",NA,126295
"4002",NA,76647
"4003",NA,120180
"4004",NA,121084
"4005",NA,131866
"4006","fabio.boldrin",32350
"4007",NA,64872
"4008",NA,7409
"4009",NA,15330
"4010",NA,27994
"4011",NA,43748
"4012",NA,58806
"4013",NA,98576
"4014",NA,115437
"4015",NA,7409
"4016",NA,15330
"4017",NA,43748
"4018",NA,58806
"4019",NA,74018
"4020",NA,77074
"4021",NA,102298
"4022",NA,122539
"4023",NA,126042
"4024",NA,36927
"4025",NA,51389
"4026",NA,56042
"4027",NA,108513
"4028",NA,122539
"4029",NA,7409
"4030",NA,12070
"4031",NA,15330
"4032",NA,36927
"4033",NA,43748
"4034",NA,45182
"4035",NA,56042
"4036",NA,58806
"4037",NA,117652
"4038",NA,122539
"4039",NA,24105
"4040",NA,29068
"4041",NA,31287
"4042",NA,54997
"4043",NA,70539
"4044",NA,96729
"4045",NA,98788
"4046",NA,115874
"4047",NA,127634
"4048",NA,135895
"4049",NA,46929
"4050",NA,23317
"4051",NA,7409
"4052",NA,15330
"4053",NA,32806
"4054",NA,36927
"4055",NA,43748
"4056",NA,43863
"4057",NA,44819
"4058",NA,55662
"4059",NA,58806
"4060",NA,110069
"4061",NA,122539
"4062",NA,44913
"4063",NA,15879
"4064",NA,29068
"4065",NA,31287
"4066",NA,32806
"4067",NA,36927
"4068",NA,39368
"4069",NA,39739
"4070",NA,43863
"4071",NA,44819
"4072",NA,45966
"4073",NA,54997
"4074",NA,64454
"4075",NA,70539
"4076",NA,83024
"4077",NA,96729
"4078",NA,110069
"4079",NA,110653
"4080",NA,115874
"4081",NA,117932
"4082",NA,118933
"4083",NA,120919
"4084",NA,122539
"4085",NA,123712
"4086","chiara.moretti",12070
"4087","chiara.moretti",23390
"4088","chiara.moretti",45182
"4089","chiara.moretti",45548
"4090","chiara.moretti",56042
"4091","chiara.moretti",89144
"4092","chiara.moretti",90060
"4093","chiara.moretti",121221
"4094","chiara.moretti",127351
"4095","chiara.moretti",131153
"4096","chiara.moretti",131543
"4097",NA,27994
"4098",NA,58806
"4099","fabio.boldrin",9902
"4100","fabio.boldrin",10753
"4101","fabio.boldrin",36927
"4102","fabio.boldrin",78452
"4103","fabio.boldrin",80429
"4104","fabio.boldrin",102298
"4105","fabio.boldrin",122539
"4106",NA,123766
"4107",NA,52616
"4108",NA,58848
"4109",NA,29278
"4110",NA,36927
"4111",NA,45548
"4112",NA,122539
"4113",NA,131020
"4114",NA,15330
"4115",NA,22508
"4116",NA,36927
"4117",NA,43748
"4118",NA,117569
"4119",NA,122539
"4120","fabio.boldrin",14243
"4121","fabio.boldrin",27862
"4122","fabio.boldrin",86852
"4123","fabio.boldrin",115874
"4124","fabio.boldrin",122539
"4125","fabio.boldrin",129968
"4126",NA,105409
"4127",NA,105529
"4128",NA,15330
"4129",NA,39474
"4130",NA,120013
"4131",NA,122539
"4132",NA,15330
"4133",NA,36927
"4134",NA,122539
"4135",NA,12070
"4136",NA,45182
"4137",NA,56042
"4138",NA,76692
"4139",NA,116497
"4140",NA,127351
"4141",NA,56042
"4142",NA,36927
"4143",NA,66581
"4144",NA,73040
"4145",NA,96665
"4146",NA,101908
"4147",NA,120013
"4148",NA,122539
"4149",NA,110867
"4150",NA,123766
"4151",NA,7409
"4152",NA,15133
"4153",NA,15330
"4154",NA,43748
"4155",NA,58806
"4156",NA,43059
"4157",NA,54997
"4158",NA,65865
"4159",NA,109636
"4160",NA,114220
"4161",NA,127634
"4162",NA,132324
"4163",NA,7409
"4164",NA,9902
"4165",NA,15330
"4166",NA,27994
"4167",NA,36927
"4168",NA,58806
"4169",NA,61375
"4170",NA,66322
"4171",NA,70539
"4172",NA,77074
"4173",NA,96729
"4174",NA,102298
"4175",NA,110765
"4176",NA,122539
"4177",NA,126042
"4178",NA,39838
"4179",NA,7409
"4180",NA,15330
"4181",NA,43748
"4182",NA,58806
"4183",NA,80723
"4184",NA,7409
"4185",NA,14907
"4186",NA,15330
"4187",NA,27095
"4188",NA,29068
"4189",NA,36927
"4190",NA,43748
"4191",NA,45250
"4192",NA,53469
"4193",NA,55954
"4194",NA,57464
"4195",NA,58806
"4196",NA,70292
"4197",NA,70539
"4198",NA,96729
"4199",NA,122539
"4200",NA,122744
"4201",NA,125883
"4202",NA,64454
"4203",NA,27994
"4204",NA,43748
"4205",NA,58806
"4206",NA,17941
"4207",NA,22959
"4208",NA,47809
"4209",NA,50807
"4210",NA,63721
"4211",NA,68317
"4212",NA,84422
"4213",NA,96524
"4214",NA,102465
"4215",NA,115874
"4216",NA,127365
"4217",NA,7409
"4218",NA,15330
"4219",NA,27994
"4220",NA,58806
"4221",NA,90820
"4222",NA,54997
"4223",NA,84291
"4224",NA,96894
"4225",NA,22959
"4226",NA,65430
"4227","fabio.boldrin",2274
"4228","fabio.boldrin",2359
"4229","fabio.boldrin",7625
"4230","fabio.boldrin",18071
"4231","fabio.boldrin",18073
"4232","fabio.boldrin",18654
"4233","fabio.boldrin",21307
"4234","fabio.boldrin",26722
"4235","fabio.boldrin",27442
"4236","fabio.boldrin",44771
"4237","fabio.boldrin",51455
"4238","fabio.boldrin",74874
"4239","fabio.boldrin",83292
"4240","fabio.boldrin",114605
"4241","fabio.boldrin",130539
"4242",NA,35718
"4243",NA,50979
"4244",NA,114255
"4245",NA,122539
"4246",NA,130377
"4247",NA,131532
"4248",NA,44575
"4249",NA,56042
"4250",NA,57837
"4251",NA,111028
"4252",NA,117712
"4253",NA,23668
"4254",NA,39551
"4255",NA,41130
"4256",NA,75452
"4257",NA,105409
"4258",NA,105529
"4259",NA,106343
"4260",NA,111492
"4261",NA,123550
"4262",NA,135123
"4263","fabio.boldrin",19426
"4264","fabio.boldrin",65430
"4265",NA,7409
"4266",NA,15330
"4267",NA,58806
"4268",NA,76007
"4269",NA,101643
"4270",NA,107035
"4271",NA,122539
"4272",NA,7409
"4273",NA,15330
"4274",NA,16407
"4275",NA,43748
"4276",NA,54997
"4277",NA,58806
"4278",NA,77074
"4279",NA,89639
"4280",NA,103498
"4281",NA,110765
"4282",NA,110829
"4283",NA,115874
"4284",NA,126042
"4285",NA,12070
"4286",NA,25976
"4287",NA,51389
"4288",NA,56042
"4289",NA,76692
"4290",NA,90060
"4291",NA,93530
"4292",NA,108513
"4293",NA,21265
"4294",NA,103498
"4295","fabio.boldrin",2276
"4296","fabio.boldrin",2360
"4297","fabio.boldrin",7621
"4298","fabio.boldrin",7624
"4299","fabio.boldrin",7625
"4300","fabio.boldrin",15596
"4301","fabio.boldrin",15597
"4302","fabio.boldrin",49967
"4303",NA,22495
"4304",NA,38899
"4305",NA,68021
"4306",NA,102298
"4307",NA,115182
"4308",NA,117652
"4309",NA,122539
"4310",NA,129626
"4311",NA,27994
"4312",NA,58806
"4313",NA,27994
"4314",NA,43748
"4315",NA,58806
"4316","fabio.boldrin",6789
"4317","fabio.boldrin",7769
"4318","fabio.boldrin",24105
"4319","fabio.boldrin",28387
"4320","fabio.boldrin",36927
"4321","fabio.boldrin",41894
"4322","fabio.boldrin",47809
"4323","fabio.boldrin",54997
"4324","fabio.boldrin",55931
"4325","fabio.boldrin",63254
"4326","fabio.boldrin",67618
"4327","fabio.boldrin",70292
"4328","fabio.boldrin",70539
"4329","fabio.boldrin",77456
"4330","fabio.boldrin",80208
"4331","fabio.boldrin",91829
"4332","fabio.boldrin",96729
"4333","fabio.boldrin",99112
"4334","fabio.boldrin",101336
"4335","fabio.boldrin",109302
"4336","fabio.boldrin",109636
"4337","fabio.boldrin",110069
"4338","fabio.boldrin",117889
"4339","fabio.boldrin",122539
"4340","fabio.boldrin",125883
"4341","fabio.boldrin",130802
"4342","fabio.boldrin",135329
"4343","fabio.boldrin",135895
"4344",NA,126917
"4345",NA,1685
"4346",NA,15957
"4347",NA,39733
"4348",NA,60772
"4349",NA,76717
"4350",NA,110763
"4351","andrea.rana",4885
"4352","andrea.rana",5780
"4353","andrea.rana",9866
"4354","andrea.rana",21862
"4355","andrea.rana",45409
"4356","andrea.rana",55639
"4357","andrea.rana",70076
"4358","andrea.rana",88644
"4359","andrea.rana",89003
"4360","andrea.rana",110697
"4361","andrea.rana",123169
"4362","andrea.rana",131868
"4363",NA,111492
"4364",NA,36927
"4365",NA,103498
"4366",NA,120215
"4367",NA,122539
"4368",NA,7409
"4369",NA,15166
"4370",NA,15330
"4371",NA,27994
"4372",NA,58806
"4373",NA,76647
"4374",NA,103498
"4375",NA,110765
"4376",NA,122944
"4377",NA,7409
"4378",NA,15330
"4379",NA,43748
"4380",NA,58806
"4381",NA,125869
"4382",NA,33360
"4383",NA,56629
"4384",NA,117932
"4385",NA,39739
"4386",NA,7409
"4387",NA,7409
"4388",NA,14414
"4389",NA,15330
"4390",NA,27994
"4391",NA,36927
"4392",NA,43748
"4393",NA,43998
"4394",NA,56603
"4395",NA,58806
"4396",NA,70967
"4397",NA,110765
"4398",NA,122539
"4399",NA,36927
"4400",NA,44819
"4401",NA,73665
"4402",NA,110069
"4403",NA,122539
"4404",NA,30672
"4405",NA,36927
"4406",NA,44819
"4407",NA,60916
"4408",NA,63721
"4409",NA,102298
"4410",NA,115874
"4411",NA,118933
"4412",NA,122539
"4413",NA,39205
"4414",NA,45548
"4415",NA,58855
"4416",NA,60537
"4417",NA,134760
"4418",NA,56042
"4419",NA,57837
"4420",NA,111028
"4421",NA,117712
"4422",NA,122029
"4423","kevin.ge",43698
"4424","kevin.ge",45409
"4425","kevin.ge",51719
"4426",NA,19669
"4427",NA,80429
"4428",NA,126462
"4429",NA,19426
"4430",NA,65430
"4431",NA,19426
"4432",NA,65430
"4433","fabio.boldrin",26324
"4434",NA,11553
"4435",NA,34177
"4436",NA,54997
"4437",NA,70539
"4438",NA,96729
"4439",NA,103498
"4440",NA,109252
"4441",NA,134678
"4442",NA,5780
"4443",NA,64420
"4444",NA,76240
"4445",NA,73969
"4446","fabio.boldrin",41260
"4447","fabio.boldrin",2276
"4448","fabio.boldrin",2359
"4449","fabio.boldrin",7624
"4450","fabio.boldrin",15595
"4451","fabio.boldrin",41813
"4452","fabio.boldrin",90162
"4453","fabio.boldrin",125113
"4454","fabio.boldrin",2276
"4455","fabio.boldrin",2356
"4456","fabio.boldrin",2359
"4457","fabio.boldrin",7623
"4458","fabio.boldrin",15589
"4459","fabio.boldrin",41811
"4460","fabio.boldrin",115983
"4461","fabio.boldrin",125113
"4462",NA,12070
"4463",NA,22785
"4464",NA,45182
"4465",NA,56042
"4466",NA,63721
"4467",NA,68317
"4468",NA,89822
"4469",NA,95678
"4470",NA,105379
"4471",NA,118933
"4472",NA,127365
"4473",NA,54997
"4474",NA,98015
"4475",NA,108819
"4476",NA,7409
"4477",NA,15330
"4478",NA,58806
"4479",NA,108035
"4480",NA,117889
"4481",NA,7409
"4482",NA,15330
"4483",NA,24673
"4484",NA,26996
"4485",NA,43748
"4486",NA,58806
"4487","fabio.boldrin",857
"4488","fabio.boldrin",22851
"4489","fabio.boldrin",42014
"4490","fabio.boldrin",58518
"4491",NA,6789
"4492",NA,15330
"4493",NA,102298
"4494",NA,7409
"4495",NA,10021
"4496",NA,15330
"4497",NA,27684
"4498",NA,39739
"4499",NA,43748
"4500",NA,54997
"4501",NA,58806
"4502",NA,102298
"4503",NA,14946
"4504",NA,119002
"4505",NA,61283
"4506",NA,64454
"4507",NA,102298
"4508",NA,121086
"4509",NA,122539
"4510","fabio.boldrin",42014
"4511","fabio.boldrin",15879
"4512","fabio.boldrin",39368
"4513","fabio.boldrin",65731
"4514","fabio.boldrin",70539
"4515","fabio.boldrin",78364
"4516","fabio.boldrin",83024
"4517","fabio.boldrin",96604
"4518","fabio.boldrin",96729
"4519",NA,5780
"4520",NA,41727
"4521",NA,75045
"4522",NA,5560
"4523",NA,7409
"4524",NA,12070
"4525",NA,15330
"4526",NA,15586
"4527",NA,17685
"4528",NA,22495
"4529",NA,27684
"4530",NA,27994
"4531",NA,39997
"4532",NA,42073
"4533",NA,45182
"4534",NA,56042
"4535",NA,57215
"4536",NA,58806
"4537",NA,66352
"4538",NA,66936
"4539",NA,68021
"4540",NA,83443
"4541",NA,84291
"4542",NA,87738
"4543",NA,101336
"4544",NA,102298
"4545",NA,104493
"4546",NA,110765
"4547",NA,130135
"4548",NA,130895
"4549",NA,15330
"4550",NA,39474
"4551",NA,120013
"4552",NA,122539
"4553",NA,7409
"4554",NA,15330
"4555",NA,36680
"4556",NA,36927
"4557",NA,39739
"4558",NA,45250
"4559",NA,54758
"4560",NA,54997
"4561",NA,57464
"4562",NA,58806
"4563",NA,66991
"4564",NA,73981
"4565",NA,102298
"4566",NA,118268
"4567",NA,122539
"4568",NA,126363
"4569",NA,36927
"4570",NA,51960
"4571",NA,59050
"4572",NA,120215
"4573",NA,122539
"4574",NA,123593
"4575",NA,27994
"4576",NA,58806
"4577",NA,14977
"4578",NA,71637
"4579",NA,76647
"4580",NA,100285
"4581",NA,103307
"4582",NA,109594
"4583",NA,122944
"4584",NA,51400
"4585",NA,64454
"4586",NA,80324
"4587",NA,37187
"4588",NA,93539
"4589",NA,103548
"4590",NA,134760
"4591",NA,58806
"4592",NA,6025
"4593",NA,56007
"4594",NA,64030
"4595",NA,95916
"4596",NA,102119
"4597",NA,103548
"4598",NA,124191
"4599",NA,132082
"4600",NA,6053
"4601",NA,27037
"4602",NA,30798
"4603",NA,74294
"4604",NA,124671
"4605",NA,7409
"4606",NA,15330
"4607",NA,27994
"4608",NA,36927
"4609",NA,58806
"4610",NA,122539
"4611",NA,18304
"4612",NA,27862
"4613",NA,39205
"4614",NA,39474
"4615",NA,45548
"4616",NA,58855
"4617",NA,118933
"4618",NA,103498
"4619",NA,7409
"4620",NA,15330
"4621",NA,27994
"4622",NA,58806
"4623",NA,90820
"4624",NA,9902
"4625",NA,12070
"4626",NA,22785
"4627",NA,25349
"4628",NA,36927
"4629",NA,37207
"4630",NA,45182
"4631",NA,45569
"4632",NA,49474
"4633",NA,50807
"4634",NA,56042
"4635",NA,63721
"4636",NA,68317
"4637",NA,80072
"4638",NA,84422
"4639",NA,89822
"4640",NA,90060
"4641",NA,95678
"4642",NA,102298
"4643",NA,103498
"4644",NA,105379
"4645",NA,109360
"4646",NA,115874
"4647",NA,117959
"4648",NA,118933
"4649",NA,121221
"4650",NA,122539
"4651",NA,124604
"4652",NA,127365
"4653",NA,29068
"4654",NA,91754
"4655",NA,118933
"4656",NA,2579
"4657",NA,7409
"4658",NA,15330
"4659",NA,43748
"4660",NA,58806
"4661",NA,70539
"4662",NA,96729
"4663",NA,5431
"4664",NA,101466
"4665",NA,111745
"4666",NA,129372
"4667",NA,45548
"4668",NA,55842
"4669",NA,56042
"4670",NA,89144
"4671",NA,121221
"4672",NA,14313
"4673",NA,70395
"4674",NA,64934
"4675",NA,134760
"4676",NA,7409
"4677",NA,15330
"4678",NA,43748
"4679",NA,58806
"4680",NA,70539
"4681",NA,96729
"4682",NA,130196
"4683",NA,104855
"4684","fabio.boldrin",90820
"4685",NA,39551
"4686",NA,105409
"4687",NA,105529
"4688",NA,10231
"4689",NA,45409
"4690",NA,51719
"4691",NA,76900
"4692",NA,45548
"4693",NA,58855
"4694",NA,115050
"4695",NA,122539
"4696","razvan.filimon",7409
"4697","razvan.filimon",15330
"4698","razvan.filimon",43748
"4699","razvan.filimon",58806
"4700","razvan.filimon",61225
"4701","razvan.filimon",103498
"4702",NA,46435
"4703",NA,119979
"4704",NA,131036
"4705",NA,9902
"4706",NA,11553
"4707",NA,15330
"4708",NA,29068
"4709",NA,36927
"4710",NA,85053
"4711",NA,102298
"4712",NA,102914
"4713",NA,103498
"4714",NA,114959
"4715",NA,122539
"4716",NA,126538
"4717",NA,7409
"4718",NA,15330
"4719",NA,32806
"4720",NA,36927
"4721",NA,43748
"4722",NA,44819
"4723",NA,58806
"4724",NA,110069
"4725",NA,122539
"4726",NA,41364
"4727",NA,77728
"4728",NA,82185
"4729",NA,119002
"4730",NA,24216
"4731",NA,14414
"4732",NA,38712
"4733",NA,41423
"4734",NA,64598
"4735",NA,64872
"4736",NA,76637
"4737",NA,107463
"4738",NA,126295
"4739",NA,14936
"4740",NA,20102
"4741",NA,52425
"4742",NA,53602
"4743",NA,56042
"4744","chiara.moretti",20110
"4745","chiara.moretti",53385
"4746","chiara.moretti",102041
"4747",NA,4885
"4748",NA,3404
"4749",NA,58806
"4750",NA,30798
"4751",NA,108873
"4752",NA,58806
"4753","fabio.boldrin",27994
"4754","fabio.boldrin",58806
"4755","fabio.boldrin",74737
"4756",NA,58806
"4757",NA,19426
"4758",NA,65430
"4759",NA,5780
"4760",NA,15330
"4761",NA,31199
"4762",NA,36927
"4763",NA,52481
"4764",NA,56603
"4765",NA,76214
"4766",NA,85053
"4767",NA,92019
"4768",NA,96680
"4769",NA,102759
"4770",NA,102914
"4771",NA,103498
"4772",NA,105977
"4773",NA,110765
"4774",NA,122539
"4775",NA,127351
"4776",NA,130164
"4777",NA,132329
"4778",NA,14716
"4779",NA,38979
"4780",NA,56042
"4781",NA,111028
"4782",NA,56042
"4783",NA,120919
"4784",NA,126462
"4785","fabio.boldrin",2274
"4786","fabio.boldrin",2276
"4787","fabio.boldrin",18071
"4788","fabio.boldrin",18073
"4789","fabio.boldrin",74874
"4790","fabio.boldrin",2274
"4791","fabio.boldrin",2276
"4792","fabio.boldrin",7625
"4793","fabio.boldrin",18073
"4794","fabio.boldrin",130539
"4795",NA,3240
"4796",NA,7409
"4797",NA,15330
"4798",NA,58806
"4799",NA,22465
"4800",NA,23317
"4801",NA,38976
"4802",NA,119400
"4803",NA,15330
