author,Filename,action,Date,Time,ver,ID_File_und,Language,Extension,LOC,SLOC,CommmentRatio,MaxCyclomatic,CyclomaticType,FI,FO,VFI,VFO,FT,VFT,CyclicGroupSize,ArchType,crs_mdl_out,crs_mdl_in,partition,NetworkID,NetworkGroupSize,CyclicGroupID,modularity_out,modularity_in,modularity,crs_mdl_T_out,crs_mdl_T_in,modularity_T_out,modularity_T_in,modularity_T,hierarchy2,hierarchy1,ID_rev,filename
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/supervisor/ExternalAccess.java,M,2010-12-10,08:03:27,6,112307,Java File,java,145,117,.09,10,Low,1,8,1,476,7,475,0,Control,1,0,4,1,2697,0,.875,1,.8888889,335,0,.29621848,1,.29769391,1,1,87419,PlantVisorPRO/src/supervisor/ExternalAccess.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/base/system/PvproInfo.java,M,2010-12-10,08:07:02,6,8903,Java File,java,173,129,.06,4,Low,6,10,11,284,14,293,0,Peripheral,0,1,4,1,2697,0,1,.83333331,.9375,192,1,.32394367,.90909094,.3457627,1,1,87421,PlantVisorPRO/src/com/carel/supervisor/base/system/PvproInfo.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceListBean.java,M,2010-12-10,08:07:38,6,74546,Java File,java,795,654,.04,16,Medium,2,18,531,282,18,811,9,Shared,6,0,4,1,2697,15,.66666669,1,.69999999,192,220,.31914893,.5856874,.49323493,.65384614,.98027128,87422,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceListBean.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BEnergy.java,M,2010-12-10,08:09:32,6,15209,Java File,java,1151,998,.09,74,Untestable,1,19,1,299,18,298,0,Peripheral,12,0,34,1,2697,0,.36842105,1,.40000001,288,0,.036789298,1,.039999999,1,1,87424,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BEnergy.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BVisualScheduler.java,M,2010-12-10,08:11:33,6,154569,Java File,java,404,371,.01,15,Medium,2,19,2,465,19,465,0,Control,3,0,4,1,2697,0,.84210527,1,.85714287,325,0,.30107528,1,.30406854,1,1,87425,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BVisualScheduler.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/supervisor/PVStarter.java,M,2010-12-10,08:17:49,6,149278,Java File,java,130,104,.08,10,Low,1,11,1,443,10,442,0,Control,2,0,4,1,2697,0,.81818181,1,.83333331,314,0,.29119638,1,.2927928,1,1,87429,PlantVisorPRO/src/supervisor/PVStarter.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/supervisor/Demo.java,A,2010-12-10,08:18:06,6,106179,Java File,java,56,41,.1,7,Low,2,5,2,441,5,441,0,Control,2,0,4,1,2697,0,.60000002,1,.71428573,314,0,.28798187,1,.29119638,1,1,87430,PlantVisorPRO/src/supervisor/Demo.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/field/dataconn/impl/DataConnCAREL.java,M,2010-12-10,08:19:01,6,98152,Java File,java,875,667,.08,7,Low,2,31,12,129,31,139,0,Peripheral,9,0,11,1,2697,0,.7096774,1,.72727275,81,8,.37209302,.33333334,.36879432,1,1,87431,PlantVisorPRO/src/com/carel/supervisor/field/dataconn/impl/DataConnCAREL.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceDetectBean.java,M,2010-12-10,08:19:56,6,63246,Java File,java,313,246,.11,12,Medium,5,19,9,634,22,641,3,Control,5,1,4,1,2697,14,.7368421,.80000001,.75,411,1,.35173503,.8888889,.3592535,.88461536,.99375975,87432,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceDetectBean.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/base/config/BaseConfig.java,M,2010-12-10,08:20:51,6,135243,Java File,java,404,304,.2,20,Medium,1,11,1,399,10,398,0,Control,4,0,4,1,2697,0,.63636363,1,.66666669,249,0,.37593985,1,.3775,1,1,87433,PlantVisorPRO/src/com/carel/supervisor/base/config/BaseConfig.java
razvan.filimon,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/director/packet/PacketMgr.java,M,2010-12-10,08:22:02,6,136022,Java File,java,492,396,.12,8,Low,5,21,13,291,24,302,0,Peripheral,2,2,4,1,2697,0,.90476191,.60000002,.84615386,195,3,.3298969,.76923078,.34868422,1,1,87434,PlantVisorPRO/src/com/carel/supervisor/director/packet/PacketMgr.java
luca.biolo,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceStructureList.java,M,2010-12-10,09:26:45,6,111605,Java File,java,147,117,.05,5,Low,2,5,533,84,5,615,0,Shared,0,0,4,1,2697,0,1,1,1,50,220,.40476191,.58724201,.56239873,1,1,87437,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceStructureList.java
luca.biolo,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSiteView.java,M,2010-12-10,09:35:12,6,97159,Java File,java,1469,1269,.05,109,Untestable,1,55,1,650,54,649,0,Control,18,0,4,1,2697,0,.67272729,1,.6785714,423,0,.34923077,1,.35023043,1,1,87438,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSiteView.java
luca.biolo,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/menu/DescriptionTree.java,M,2010-12-10,09:35:12,6,102327,Java File,java,254,188,.07,9,Low,1,11,1,293,10,292,0,Peripheral,7,0,4,1,2697,0,.36363637,1,.41666666,202,0,.31058019,1,.31292516,1,1,87439,PlantVisorPRO/src/com/carel/supervisor/presentation/menu/DescriptionTree.java
