author,Filename,action,Date,Time,ver,ID_File_und,Language,Extension,LOC,SLOC,CommmentRatio,MaxCyclomatic,CyclomaticType,FI,FO,VFI,VFO,FT,VFT,CyclicGroupSize,ArchType,crs_mdl_out,crs_mdl_in,partition,NetworkID,NetworkGroupSize,CyclicGroupID,modularity_out,modularity_in,modularity,crs_mdl_T_out,crs_mdl_T_in,modularity_T_out,modularity_T_in,modularity_T,hierarchy2,hierarchy1,ID_rev,filename
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceListBean.java,M,2010-03-08,21:30:00,6,27264,Java File,java,984,815,.04,13,Medium,1,20,1,407,19,406,0,Control,13,0,5,1,2607,0,.34999999,1,.38095239,341,0,.16216215,1,.16421568,1,1,54973,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/DeviceListBean.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/AbstractDtlDevice.java,M,2010-03-08,21:30:48,6,105686,Java File,java,181,155,.01,5,Low,1,13,1,404,12,403,0,Control,3,0,5,1,2607,0,.76923078,1,.78571427,338,0,.16336633,1,.1654321,1,1,54974,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/AbstractDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java,M,2010-03-08,21:30:48,6,75853,Java File,java,353,287,.06,12,Medium,2,17,4,406,17,408,0,Control,7,0,5,1,2607,0,.58823532,1,.63157892,338,0,.16748768,1,.17560975,1,1,54975,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/HomeDtlDevice.java,M,2010-03-08,21:30:48,6,52439,Java File,java,110,92,.01,8,Low,1,5,1,405,4,404,0,Control,1,0,5,1,2607,0,.80000001,1,.83333331,338,0,.1654321,1,.16748768,1,1,54976,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/HomeDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ParamDetail.java,M,2010-03-08,21:30:48,6,104721,Java File,java,376,302,.03,11,Medium,2,16,13,404,16,415,0,Control,6,0,5,1,2607,0,.625,1,.66666669,338,2,.16336633,.84615386,.18465228,1,1,54977,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ParamDetail.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ReadOnlyAllDtlDevice.java,M,2010-03-08,21:30:48,6,2309,Java File,java,172,139,.09,9,Low,1,12,1,407,11,406,0,Control,3,0,5,1,2607,0,.75,1,.76923078,338,0,.16953316,1,.17156863,1,1,54978,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ReadOnlyAllDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ReadOnlyDtlDevice.java,M,2010-03-08,21:30:48,6,85482,Java File,java,148,83,.51,5,Low,1,7,1,405,6,404,0,Control,1,0,5,1,2607,0,.85714287,1,.875,338,0,.1654321,1,.16748768,1,1,54979,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ReadOnlyDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/StateDtlDevice.java,M,2010-03-08,21:30:48,6,17293,Java File,java,85,77,0,7,Low,1,5,1,405,4,404,0,Control,1,0,5,1,2607,0,.80000001,1,.83333331,338,0,.1654321,1,.16748768,1,1,54980,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/StateDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/UtilDevice.java,M,2010-03-08,21:30:48,6,45368,Java File,java,82,62,.06,5,Low,1,7,1,404,6,403,0,Control,1,0,5,1,2607,0,.85714287,1,.875,338,0,.16336633,1,.1654321,1,1,54981,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/UtilDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/WriteDtlDevice.java,M,2010-03-08,21:30:48,6,126127,Java File,java,353,244,.25,11,Medium,1,14,1,410,13,409,0,Control,4,0,5,1,2607,0,.71428573,1,.73333335,339,0,.17317073,1,.17518248,1,1,54982,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/WriteDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/graph/SelectColor.java,M,2010-03-08,21:31:33,6,110196,Java File,java,103,88,.08,7,Low,1,4,1,28,3,27,0,Peripheral,2,0,4,1,2607,0,.5,1,.60000002,24,0,.14285715,1,.1724138,1,1,54983,PlantVisorPRO/src/com/carel/supervisor/presentation/graph/SelectColor.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/tabmenu/SubTabList.java,M,2010-03-08,21:32:21,6,40817,Java File,java,80,62,0,2,Low,1,2,1,58,1,57,0,Peripheral,0,0,3,1,2607,0,1,1,1,40,0,.31034482,1,.32203391,1,1,54984,PlantVisorPRO/src/com/carel/supervisor/presentation/tabmenu/SubTabList.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/widgets/table/htmlcreate/element/HTMLTable.java,M,2010-03-08,21:32:21,6,35417,Java File,java,859,668,.05,16,Medium,1,7,1,31,6,30,0,Peripheral,3,0,5,1,2607,0,.5714286,1,.625,27,0,.12903225,1,.15625,1,1,54985,PlantVisorPRO/src/com/carel/supervisor/presentation/widgets/table/htmlcreate/element/HTMLTable.java
simon.zhang,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BWizard.java,M,2010-03-09,01:52:36,6,49505,Java File,java,1242,1126,.06,35,High,1,55,1,618,54,617,0,Control,21,0,5,1,2607,0,.61818182,1,.625,505,0,.1828479,1,.18416801,1,1,55081,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BWizard.java
simon.zhang,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/copydevice/PageImpExp.java,M,2010-03-09,01:52:36,6,64857,Java File,java,420,277,.32,7,Low,1,19,1,408,18,407,0,Control,7,0,5,1,2607,0,.63157892,1,.64999998,340,0,.16666667,1,.16870415,1,1,55082,PlantVisorPRO/src/com/carel/supervisor/presentation/copydevice/PageImpExp.java
simon.zhang,/trunk/src/developments/applications/guardian/src/com/carel/supervisor/guardian/conf/AbstractCheck.java,M,2010-03-09,05:52:12,6,91660,Java File,java,229,171,.15,7,Low,6,12,7,31,16,36,5,Peripheral,0,0,12,1,2607,37,1,1,1,0,0,1,1,1,.91379309,.77777779,55089,applications/guardian/src/com/carel/supervisor/guardian/conf/AbstractCheck.java
simon.zhang,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BWizard.java,M,2010-03-10,05:04:46,6,49505,Java File,java,1242,1126,.06,35,High,1,55,1,618,54,617,0,Control,21,0,5,1,2607,0,.61818182,1,.625,505,0,.1828479,1,.18416801,1,1,55160,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BWizard.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSetIo.java,M,2010-03-10,06:29:21,6,29015,Java File,java,723,584,.06,15,Medium,1,36,1,478,35,477,0,Control,11,0,5,1,2607,0,.69444442,1,.7027027,395,0,.17364016,1,.17536534,1,1,55171,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSetIo.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSystem.java,M,2010-03-10,06:29:21,6,82980,Java File,java,1505,776,.63,69,Untestable,1,46,1,597,45,596,0,Control,21,0,5,1,2607,0,.54347825,1,.55319148,505,0,.15410385,1,.1555184,1,1,55172,PlantVisorPRO/src/com/carel/supervisor/presentation/bo/BSystem.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/dataaccess/datalog/impl/VarphyBeanList.java,M,2010-03-11,06:02:46,6,111097,Java File,java,1064,891,.03,6,Low,1,13,1,404,12,403,0,Control,9,0,5,1,2607,0,.30769232,1,.35714287,338,0,.16336633,1,.1654321,1,1,55174,PlantVisorPRO/src/com/carel/supervisor/dataaccess/datalog/impl/VarphyBeanList.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java,M,2010-03-11,16:19:42,6,75853,Java File,java,353,287,.06,12,Medium,2,17,4,406,17,408,0,Control,7,0,5,1,2607,0,.58823532,1,.63157892,338,0,.16748768,1,.17560975,1,1,55203,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java,M,2010-03-11,17:07:23,6,75853,Java File,java,353,287,.06,12,Medium,2,17,4,406,17,408,0,Control,7,0,5,1,2607,0,.58823532,1,.63157892,338,0,.16748768,1,.17560975,1,1,55205,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/tabmenu/SubTabList.java,M,2010-03-11,22:16:37,6,40817,Java File,java,80,62,0,2,Low,1,2,1,58,1,57,0,Peripheral,0,0,3,1,2607,0,1,1,1,40,0,.31034482,1,.32203391,1,1,55208,PlantVisorPRO/src/com/carel/supervisor/presentation/tabmenu/SubTabList.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java,M,2010-03-11,22:30:35,6,75853,Java File,java,353,287,.06,12,Medium,2,17,4,406,17,408,0,Control,7,0,5,1,2607,0,.58823532,1,.63157892,338,0,.16748768,1,.17560975,1,1,55215,PlantVisorPRO/src/com/carel/supervisor/presentation/devices/ButtonDtlDevice.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/widgets/table/htmlcreate/element/HTMLTable.java,M,2010-03-11,22:56:27,6,35417,Java File,java,859,668,.05,16,Medium,1,7,1,31,6,30,0,Peripheral,3,0,5,1,2607,0,.5714286,1,.625,27,0,.12903225,1,.15625,1,1,55221,PlantVisorPRO/src/com/carel/supervisor/presentation/widgets/table/htmlcreate/element/HTMLTable.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/menu/MenuNav.java,M,2010-03-12,04:53:14,6,107271,Java File,java,107,86,.02,8,Low,1,4,1,404,3,403,0,Control,0,0,5,1,2607,0,1,1,1,338,0,.16336633,1,.1654321,1,1,55227,PlantVisorPRO/src/com/carel/supervisor/presentation/menu/MenuNav.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/session/UserSession.java,M,2010-03-12,04:53:14,6,29332,Java File,java,448,351,.04,4,Low,1,17,1,404,16,403,0,Control,10,0,5,1,2607,0,.41176471,1,.44444445,338,0,.16336633,1,.1654321,1,1,55228,PlantVisorPRO/src/com/carel/supervisor/presentation/session/UserSession.java
kevin.ge,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/rule/RuleBeanHelper.java,M,2010-03-12,06:29:30,6,73221,Java File,java,972,825,.09,23,High,1,31,1,466,30,465,0,Control,10,0,5,1,2607,0,.67741936,1,.6875,389,0,.16523606,1,.16702355,1,1,55234,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/rule/RuleBeanHelper.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/director/MainThread.java,M,2010-03-12,20:43:19,6,93619,Java File,java,577,426,.19,19,Medium,1,31,1,162,30,161,0,Peripheral,10,0,1,1,2607,0,.67741936,1,.6875,89,0,.45061728,1,.45398772,1,1,55278,PlantVisorPRO/src/com/carel/supervisor/director/MainThread.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/controller/ControllerMgr.java,M,2010-03-12,20:53:01,6,41556,Java File,java,454,358,.12,26,High,1,50,1,195,49,194,0,Peripheral,31,0,1,1,2607,0,.38,1,.39215687,124,0,.36410257,1,.36734694,1,1,55279,PlantVisorPRO/src/com/carel/supervisor/controller/ControllerMgr.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/device/DeviceStatusMgr.java,M,2010-03-12,20:54:14,6,82632,Java File,java,115,94,0,3,Low,1,9,1,120,8,119,0,Peripheral,1,0,1,1,2607,0,.8888889,1,.89999998,63,0,.47499999,1,.47933885,1,1,55280,PlantVisorPRO/src/com/carel/supervisor/device/DeviceStatusMgr.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/director/DirectorMgr.java,M,2010-03-12,21:16:03,6,31956,Java File,java,671,558,.06,15,Medium,1,47,1,462,46,461,0,Control,19,0,1,1,2607,0,.59574467,1,.60416669,303,0,.34415585,1,.34557235,1,1,55281,PlantVisorPRO/src/com/carel/supervisor/director/DirectorMgr.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/director/MainThread.java,M,2010-03-12,21:17:21,6,93619,Java File,java,577,426,.19,19,Medium,1,31,1,162,30,161,0,Peripheral,10,0,1,1,2607,0,.67741936,1,.6875,89,0,.45061728,1,.45398772,1,1,55282,PlantVisorPRO/src/com/carel/supervisor/director/MainThread.java
riccardo.fantato,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/bean/rule/ActionBeanList.java,M,2010-03-12,21:21:34,6,1293,Java File,java,998,823,.05,23,High,1,22,1,465,21,464,0,Control,13,0,4,1,2607,0,.40909091,1,.43478259,405,0,.12903225,1,.13090129,1,1,55283,PlantVisorPRO/src/com/carel/supervisor/presentation/bean/rule/ActionBeanList.java
