author,Filename,action,Date,Time,ver,ID_File_und,Language,Extension,LOC,SLOC,CommmentRatio,MaxCyclomatic,CyclomaticType,FI,FO,VFI,VFO,FT,VFT,CyclicGroupSize,ArchType,crs_mdl_out,crs_mdl_in,partition,NetworkID,NetworkGroupSize,CyclicGroupID,modularity_out,modularity_in,modularity,crs_mdl_T_out,crs_mdl_T_in,modularity_T_out,modularity_T_in,modularity_T,hierarchy2,hierarchy1,ID_rev,filename
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/EAction.java,M,2009-07-30,09:21:34,5,118789,Java File,java,316,255,.05,14,Medium,2,27,3,539,27,540,0,Control,12,0,7,1,2686,0,.55555558,1,.58620691,488,0,.094619669,1,.099630997,1,1,34575,PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/EAction.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/PAction.java,M,2009-07-30,09:21:34,5,29083,Java File,java,342,281,.05,9,Low,1,20,1,544,19,543,0,Control,15,0,7,1,2686,0,.25,1,.2857143,489,0,.10110294,1,.10275229,1,1,34576,PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/PAction.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/supervisor/ServUpload.java,M,2009-07-30,09:47:18,5,127396,Java File,java,898,721,.1,23,High,1,33,1,626,32,625,0,Control,9,0,2,1,2686,0,.72727275,1,.7352941,390,0,.37699682,1,.37799042,1,1,34578,PlantVisorPRO/src/supervisor/ServUpload.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/director/guardian/GuardianCheck.java,M,2009-07-30,09:58:31,5,100466,Java File,java,310,249,.06,10,Low,2,7,1238,512,7,1748,209,Core,0,0,2,1,2686,1,1,1,1,322,696,.37109375,.43780291,.41828573,0,.76201373,34580,PlantVisorPRO/src/com/carel/supervisor/director/guardian/GuardianCheck.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/presentation/assistance/GuardianConfig.java,M,2009-07-30,09:58:31,5,45249,Java File,java,520,441,.04,11,Medium,1,16,1,513,15,512,0,Control,2,0,2,1,2686,0,.875,1,.88235295,322,0,.3723197,1,.37354085,1,1,34581,PlantVisorPRO/src/com/carel/supervisor/presentation/assistance/GuardianConfig.java
nicola.compagno,/trunk/src/developments/applications/guardian/src/com/carel/supervisor/guardian/Listener.java,M,2009-07-30,10:06:05,5,153116,Java File,java,54,45,0,5,Low,2,3,2,48,3,48,0,Peripheral,0,0,22,1,2686,0,1,1,1,27,0,.4375,1,.46000001,1,1,34582,applications/guardian/src/com/carel/supervisor/guardian/Listener.java
nicola.compagno,/trunk/src/developments/applications/guardian/src/com/carel/supervisor/guardian/feedback/channels/WinMsgSnd.java,M,2009-07-30,10:07:22,5,81477,Java File,java,223,177,.1,6,Low,3,5,15,36,6,49,2,Peripheral,0,0,22,1,2686,31,1,1,1,27,0,.25,1,.47058824,.99043059,.95918369,34583,applications/guardian/src/com/carel/supervisor/guardian/feedback/channels/WinMsgSnd.java
nicola.compagno,/trunk/src/developments/applications/guardian/src/com/carel/supervisor/guardian/helper/DispMailSender.java,M,2009-07-30,10:08:08,5,21038,Java File,java,177,138,.05,10,Low,2,4,2,5,4,5,0,Peripheral,0,0,22,1,2686,0,1,1,1,0,0,1,1,1,1,1,34584,applications/guardian/src/com/carel/supervisor/guardian/helper/DispMailSender.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/FAction.java,M,2009-07-31,09:12:09,5,2065,Java File,java,372,266,.12,9,Low,1,12,1,516,11,515,0,Control,6,0,7,1,2686,0,.5,1,.53846157,472,0,.085271321,1,.087040618,1,1,34585,PlantVisorPRO/src/com/carel/supervisor/dispatcher/action/FAction.java
nicola.compagno,/trunk/src/developments/PlantVisorPRO/src/com/carel/supervisor/ide/dc/DbModel/Model.java,M,2009-08-04,13:50:01,5,98845,Java File,java,2365,1925,.09,34,High,3,42,5,566,43,569,0,Control,9,0,10,1,2686,0,.78571427,1,.80000001,514,2,.091872789,.60000002,.096322238,1,1,35452,PlantVisorPRO/src/com/carel/supervisor/ide/dc/DbModel/Model.java
